lsoa11cd,index_domain,measure,value
E01012640,Crime,Score,1.183
E01012641,Crime,Score,1.118
E01012595,Crime,Score,1.932
E01012596,Crime,Score,1.672
E01012622,Crime,Score,1.143
E01012623,Crime,Score,0.737
E01012624,Crime,Score,1.056
E01012625,Crime,Score,1.137
E01012584,Crime,Score,0.706
E01012609,Crime,Score,-0.099
E01012610,Crime,Score,-0.514
E01012611,Crime,Score,0.134
E01012612,Crime,Score,0.008
E01012613,Crime,Score,-0.11
E01012600,Crime,Score,0.388
E01012601,Crime,Score,0.305
E01012602,Crime,Score,-0.516
E01012603,Crime,Score,0.14
E01012604,Crime,Score,0.568
E01012632,Crime,Score,0.133
E01012594,Crime,Score,0.785
E01012618,Crime,Score,0.297
E01012619,Crime,Score,0.28
E01012620,Crime,Score,0.404
E01012621,Crime,Score,0.247
E01012593,Crime,Score,0.752
E01012597,Crime,Score,0.234
E01012598,Crime,Score,0.129
E01012599,Crime,Score,0.961
E01012589,Crime,Score,1.251
E01012590,Crime,Score,0.352
E01012591,Crime,Score,0.378
E01012648,Crime,Score,1.121
E01012652,Crime,Score,0.769
E01012617,Crime,Score,0.835
E01012646,Crime,Score,1.078
E01012647,Crime,Score,0.643
E01012650,Crime,Score,1.484
E01012649,Crime,Score,1.452
E01012651,Crime,Score,1.086
E01012653,Crime,Score,0.947
E01012654,Crime,Score,1.06
E01012614,Crime,Score,-0.536
E01012615,Crime,Score,0.992
E01012616,Crime,Score,-0.127
E01012659,Crime,Score,-0.052
E01012660,Crime,Score,0.101
E01012661,Crime,Score,0.008
E01012592,Crime,Score,-0.343
E01012628,Crime,Score,-0.119
E01032485,Crime,Score,-0.153
E01032486,Crime,Score,-0.717
E01024859,Crime,Score,-0.353
E01024861,Crime,Score,-0.159
E01024862,Crime,Score,-0.258
E01024891,Crime,Score,0.803
E01024892,Crime,Score,0.669
E01024894,Crime,Score,0.077
E01024893,Crime,Score,1.305
E01024896,Crime,Score,-0.422
E01024897,Crime,Score,0.877
E01024898,Crime,Score,1.306
E01024856,Crime,Score,1.305
E01024875,Crime,Score,0.163
E01024876,Crime,Score,0.712
E01024877,Crime,Score,1.571
E01024878,Crime,Score,1.444
E01024895,Crime,Score,1.698
E01024883,Crime,Score,0.169
E01024884,Crime,Score,0.88
E01024885,Crime,Score,1.166
E01024886,Crime,Score,0.75
E01024889,Crime,Score,0.216
E01024890,Crime,Score,0.522
E01024879,Crime,Score,0.568
E01024880,Crime,Score,0.864
E01024912,Crime,Score,0.218
E01024913,Crime,Score,-0.437
E01024914,Crime,Score,-0.433
E01024881,Crime,Score,1.413
E01024882,Crime,Score,1.448
E01024902,Crime,Score,0.877
E01024911,Crime,Score,0.288
E01024855,Crime,Score,1.706
E01024857,Crime,Score,1.908
E01024858,Crime,Score,2.187
E01024864,Crime,Score,0.29
E01024863,Crime,Score,0.481
E01024865,Crime,Score,0.984
E01024866,Crime,Score,-0.072
E01024867,Crime,Score,-0.562
E01024860,Crime,Score,-0.172
E01024868,Crime,Score,0.011
E01024869,Crime,Score,-0.777
E01024870,Crime,Score,0.331
E01024872,Crime,Score,1.393
E01024899,Crime,Score,1.448
E01024900,Crime,Score,1.234
E01024907,Crime,Score,1.933
E01024908,Crime,Score,2.03
E01024909,Crime,Score,2.084
E01024874,Crime,Score,-0.123
E01024887,Crime,Score,0.049
E01024888,Crime,Score,-0.27
E01024901,Crime,Score,-0.104
E01024904,Crime,Score,1.057
E01024906,Crime,Score,1.366
E01024910,Crime,Score,1.63
E01024871,Crime,Score,0.86
E01024873,Crime,Score,0.061
E01024903,Crime,Score,0.22
E01024905,Crime,Score,0.064
E01025060,Crime,Score,0.29
E01025061,Crime,Score,-0.081
E01025062,Crime,Score,0.714
E01025063,Crime,Score,-0.002
E01025064,Crime,Score,-0.092
E01025065,Crime,Score,0.371
E01025066,Crime,Score,-0.208
E01025032,Crime,Score,0.804
E01025033,Crime,Score,-0.23
E01025034,Crime,Score,0.429
E01025048,Crime,Score,-0.362
E01025049,Crime,Score,0.664
E01025050,Crime,Score,0.069
E01025053,Crime,Score,-0.454
E01025070,Crime,Score,1.265
E01025071,Crime,Score,0.091
E01025072,Crime,Score,0.757
E01025073,Crime,Score,-0.225
E01025074,Crime,Score,0.07
E01025051,Crime,Score,0.371
E01025052,Crime,Score,-0.3
E01025057,Crime,Score,0.511
E01025058,Crime,Score,0.092
E01025059,Crime,Score,0.434
E01025067,Crime,Score,0.993
E01025068,Crime,Score,1.107
E01025069,Crime,Score,0.223
E01025044,Crime,Score,1.144
E01025045,Crime,Score,0.758
E01025046,Crime,Score,1.145
E01025081,Crime,Score,-0.088
E01025041,Crime,Score,1.135
E01025042,Crime,Score,0.539
E01025082,Crime,Score,0.665
E01025083,Crime,Score,0.874
E01025084,Crime,Score,1.034
E01033231,Crime,Score,0.703
E01025055,Crime,Score,0.223
E01025075,Crime,Score,0.49
E01025076,Crime,Score,0.822
E01025077,Crime,Score,0.377
E01025078,Crime,Score,-0.227
E01025035,Crime,Score,-0.158
E01025036,Crime,Score,1.371
E01025037,Crime,Score,0.522
E01025038,Crime,Score,-0.675
E01025039,Crime,Score,-0.264
E01025040,Crime,Score,-0.07
E01025054,Crime,Score,0.349
E01025056,Crime,Score,-0.16
E01025079,Crime,Score,-0.437
E01025080,Crime,Score,0.473
E01025191,Crime,Score,-0.176
E01025192,Crime,Score,-0.353
E01025193,Crime,Score,-1.546
E01025194,Crime,Score,-0.549
E01025195,Crime,Score,-0.512
E01025196,Crime,Score,-0.336
E01025197,Crime,Score,-0.579
E01025198,Crime,Score,-0.323
E01025199,Crime,Score,-0.494
E01025200,Crime,Score,-0.393
E01025201,Crime,Score,-0.778
E01025202,Crime,Score,-0.725
E01025205,Crime,Score,0.473
E01025206,Crime,Score,0.589
E01025207,Crime,Score,1.789
E01025208,Crime,Score,0.788
E01025220,Crime,Score,0.512
E01025221,Crime,Score,0.961
E01025222,Crime,Score,0.008
E01025223,Crime,Score,0.553
E01025178,Crime,Score,-0.008
E01025179,Crime,Score,-0.412
E01025180,Crime,Score,-0.457
E01025203,Crime,Score,-0.612
E01025226,Crime,Score,0.978
E01025227,Crime,Score,1.831
E01025228,Crime,Score,0.437
E01025174,Crime,Score,-0.609
E01025175,Crime,Score,-0.252
E01025176,Crime,Score,-0.495
E01025177,Crime,Score,-0.898
E01025204,Crime,Score,-0.306
E01025211,Crime,Score,-0.764
E01025181,Crime,Score,0.707
E01025182,Crime,Score,0.782
E01025183,Crime,Score,0.817
E01025184,Crime,Score,0.929
E01025188,Crime,Score,0.345
E01025189,Crime,Score,0.74
E01025210,Crime,Score,0.58
E01025217,Crime,Score,1.074
E01025218,Crime,Score,1.153
E01025219,Crime,Score,0.975
E01025224,Crime,Score,0.706
E01025225,Crime,Score,0.612
E01025229,Crime,Score,0.173
E01025230,Crime,Score,0.004
E01025187,Crime,Score,0.414
E01025190,Crime,Score,0.236
E01025209,Crime,Score,0.073
E01025216,Crime,Score,0.148
E01025185,Crime,Score,0.068
E01025186,Crime,Score,1.188
E01025212,Crime,Score,0.129
E01025213,Crime,Score,0.683
E01025214,Crime,Score,-0.199
E01025215,Crime,Score,1.134
E01025315,Crime,Score,-1.473
E01025320,Crime,Score,-0.686
E01025331,Crime,Score,-0.468
E01025348,Crime,Score,-1.355
E01025349,Crime,Score,-0.893
E01025334,Crime,Score,0.074
E01025344,Crime,Score,-0.447
E01025345,Crime,Score,-0.872
E01025346,Crime,Score,-0.293
E01025347,Crime,Score,-0.271
E01025329,Crime,Score,-0.525
E01025330,Crime,Score,-0.019
E01025335,Crime,Score,0.558
E01025338,Crime,Score,0.129
E01025339,Crime,Score,-0.299
E01025322,Crime,Score,-2.224
E01025326,Crime,Score,0.226
E01025327,Crime,Score,-0.841
E01025342,Crime,Score,-1.189
E01025321,Crime,Score,-1.404
E01025340,Crime,Score,-0.586
E01025341,Crime,Score,-0.405
E01025343,Crime,Score,-0.769
E01025354,Crime,Score,-0.568
E01025316,Crime,Score,-1.17
E01025317,Crime,Score,-0.778
E01025325,Crime,Score,-0.062
E01025328,Crime,Score,-0.532
E01025318,Crime,Score,-1.345
E01025319,Crime,Score,-1.278
E01025333,Crime,Score,-0.648
E01025350,Crime,Score,-0.475
E01025351,Crime,Score,-0.612
E01025323,Crime,Score,-0.474
E01025324,Crime,Score,-0.378
E01025332,Crime,Score,-1.68
E01025336,Crime,Score,-1.882
E01025337,Crime,Score,-1.146
E01025352,Crime,Score,-0.714
E01025353,Crime,Score,-0.705
E01025355,Crime,Score,-0.424
E01025361,Crime,Score,-0.617
E01025362,Crime,Score,-0.313
E01025393,Crime,Score,-0.293
E01025363,Crime,Score,0.29
E01025364,Crime,Score,0.337
E01025366,Crime,Score,0.606
E01025395,Crime,Score,0.05
E01025396,Crime,Score,1.279
E01025397,Crime,Score,0.225
E01025398,Crime,Score,0.555
E01025367,Crime,Score,-1.114
E01025368,Crime,Score,0.314
E01025369,Crime,Score,1.077
E01025381,Crime,Score,0.557
E01025382,Crime,Score,1.11
E01025383,Crime,Score,-0.29
E01025356,Crime,Score,-0.523
E01025373,Crime,Score,0.619
E01025385,Crime,Score,0.492
E01025387,Crime,Score,0.323
E01033281,Crime,Score,0.543
E01025377,Crime,Score,-0.168
E01025378,Crime,Score,-0.574
E01025379,Crime,Score,-1.157
E01025380,Crime,Score,-1.037
E01025357,Crime,Score,-0.706
E01025358,Crime,Score,-0.187
E01025365,Crime,Score,-0.532
E01025384,Crime,Score,-0.24
E01025359,Crime,Score,0.149
E01025360,Crime,Score,0.07
E01025375,Crime,Score,-0.246
E01025376,Crime,Score,0.387
E01025371,Crime,Score,0.19
E01025374,Crime,Score,-0.243
E01025391,Crime,Score,-0.346
E01025392,Crime,Score,0.377
E01025394,Crime,Score,-0.159
E01025370,Crime,Score,0.366
E01025388,Crime,Score,0.644
E01025389,Crime,Score,1.022
E01025390,Crime,Score,0.853
E01012607,Crime,Rank,26516
E01012608,Crime,Rank,6753
E01012633,Crime,Rank,12427
E01012634,Crime,Rank,2662
E01012635,Crime,Rank,9210
E01012636,Crime,Rank,21515
E01012581,Crime,Rank,25838
E01012582,Crime,Rank,17146
E01012583,Crime,Rank,18929
E01012587,Crime,Rank,1842
E01012588,Crime,Rank,10872
E01012574,Crime,Rank,18762
E01012577,Crime,Rank,17337
E01012578,Crime,Rank,14030
E01012605,Crime,Rank,19002
E01012606,Crime,Rank,20046
E01012579,Crime,Rank,12422
E01012580,Crime,Rank,15068
E01012642,Crime,Rank,17421
E01012645,Crime,Rank,16836
E01012585,Crime,Rank,7876
E01012586,Crime,Rank,3389
E01012656,Crime,Rank,5329
E01012657,Crime,Rank,7728
E01012658,Crime,Rank,7585
E01012629,Crime,Rank,1016
E01012631,Crime,Rank,2973
E01012643,Crime,Rank,3235
E01012644,Crime,Rank,11086
E01012655,Crime,Rank,297
E01012571,Crime,Rank,3685
E01012572,Crime,Rank,8740
E01012573,Crime,Rank,10913
E01012575,Crime,Rank,5459
E01012630,Crime,Rank,12132
E01012576,Crime,Rank,6046
E01012637,Crime,Rank,5146
E01012638,Crime,Rank,4836
E01012639,Crime,Rank,3329
E01012640,Crime,Rank,2086
E01012641,Crime,Rank,2474
E01012595,Crime,Rank,146
E01012596,Crime,Rank,417
E01012622,Crime,Rank,2312
E01012623,Crime,Rank,5965
E01012624,Crime,Rank,2945
E01012625,Crime,Rank,2355
E01012584,Crime,Rank,6342
E01012609,Crime,Rank,18036
E01012610,Crime,Rank,24052
E01012611,Crime,Rank,14454
E01012612,Crime,Rank,16397
E01012613,Crime,Rank,18218
E01012600,Crime,Rank,10567
E01012601,Crime,Rank,11839
E01012602,Crime,Rank,24074
E01012603,Crime,Rank,14366
E01012604,Crime,Rank,8091
E01012632,Crime,Rank,14468
E01012594,Crime,Rank,5416
E01012618,Crime,Rank,11941
E01012619,Crime,Rank,12224
E01012620,Crime,Rank,10345
E01012621,Crime,Rank,12747
E01012593,Crime,Rank,5784
E01012597,Crime,Rank,12933
E01012598,Crime,Rank,14540
E01012599,Crime,Rank,3710
E01012589,Crime,Rank,1697
E01012590,Crime,Rank,11098
E01012591,Crime,Rank,10706
E01012648,Crime,Rank,2459
E01012652,Crime,Rank,5590
E01012617,Crime,Rank,4910
E01012646,Crime,Rank,2776
E01012647,Crime,Rank,7097
E01012650,Crime,Rank,786
E01012649,Crime,Rank,862
E01012651,Crime,Rank,2725
E01012653,Crime,Rank,3854
E01012654,Crime,Rank,2923
E01012614,Crime,Rank,24339
E01012615,Crime,Rank,3444
E01012616,Crime,Rank,18489
E01012659,Crime,Rank,17364
E01012660,Crime,Rank,14984
E01012661,Crime,Rank,16402
E01012592,Crime,Rank,21694
E01012628,Crime,Rank,18359
E01032485,Crime,Rank,18906
E01032486,Crime,Rank,26611
E01024859,Crime,Rank,21863
E01024861,Crime,Rank,18996
E01024862,Crime,Rank,20466
E01024891,Crime,Rank,5201
E01024892,Crime,Rank,6769
E01024894,Crime,Rank,15345
E01024893,Crime,Rank,1431
E01024896,Crime,Rank,22851
E01024897,Crime,Rank,4508
E01024898,Crime,Rank,1423
E01024856,Crime,Rank,1430
E01024875,Crime,Rank,14005
E01024876,Crime,Rank,6277
E01024877,Crime,Rank,581
E01024878,Crime,Rank,885
E01024895,Crime,Rank,377
E01024883,Crime,Rank,13905
E01024884,Crime,Rank,4484
E01024885,Crime,Rank,2189
E01024886,Crime,Rank,5810
E01024889,Crime,Rank,13202
E01024890,Crime,Rank,8720
E01024879,Crime,Rank,8084
E01024880,Crime,Rank,4608
E01024912,Crime,Rank,13176
E01024913,Crime,Rank,23039
E01024914,Crime,Rank,22984
E01024881,Crime,Rank,992
E01024882,Crime,Rank,876
E01024902,Crime,Rank,4512
E01024911,Crime,Rank,12094
E01024855,Crime,Rank,365
E01024857,Crime,Rank,158
E01024858,Crime,Rank,52
E01024864,Crime,Rank,12065
E01024863,Crime,Rank,9307
E01024865,Crime,Rank,3515
E01024866,Crime,Rank,17642
E01024867,Crime,Rank,24674
E01024860,Crime,Rank,19179
E01024868,Crime,Rank,16370
E01024869,Crime,Rank,27250
E01024870,Crime,Rank,11435
E01024872,Crime,Rank,1080
E01024899,Crime,Rank,877
E01024900,Crime,Rank,1771
E01024907,Crime,Rank,145
E01024908,Crime,Rank,102
E01024909,Crime,Rank,77
E01024874,Crime,Rank,18417
E01024887,Crime,Rank,15818
E01024888,Crime,Rank,20619
E01024901,Crime,Rank,18122
E01024904,Crime,Rank,2937
E01024906,Crime,Rank,1189
E01024910,Crime,Rank,478
E01024871,Crime,Rank,4642
E01024873,Crime,Rank,15623
E01024903,Crime,Rank,13139
E01024905,Crime,Rank,15577
E01025060,Crime,Rank,12064
E01025061,Crime,Rank,17794
E01025062,Crime,Rank,6243
E01025063,Crime,Rank,16571
E01025064,Crime,Rank,17930
E01025065,Crime,Rank,10811
E01025066,Crime,Rank,19715
E01025032,Crime,Rank,5197
E01025033,Crime,Rank,20035
E01025034,Crime,Rank,10009
E01025048,Crime,Rank,21989
E01025049,Crime,Rank,6825
E01025050,Crime,Rank,15503
E01025053,Crime,Rank,23265
E01025070,Crime,Rank,1616
E01025071,Crime,Rank,15144
E01025072,Crime,Rank,5728
E01025073,Crime,Rank,19959
E01025074,Crime,Rank,15473
E01025051,Crime,Rank,10822
E01025052,Crime,Rank,21061
E01025057,Crime,Rank,8885
E01025058,Crime,Rank,15135
E01025059,Crime,Rank,9942
E01025067,Crime,Rank,3436
E01025068,Crime,Rank,2554
E01025069,Crime,Rank,13103
E01025044,Crime,Rank,2301
E01025045,Crime,Rank,5711
E01025046,Crime,Rank,2297
E01025081,Crime,Rank,17885
E01025041,Crime,Rank,2367
E01025042,Crime,Rank,8487
E01025082,Crime,Rank,6819
E01025083,Crime,Rank,4529
E01025084,Crime,Rank,3096
E01033231,Crime,Rank,6379
E01025055,Crime,Rank,13110
E01025075,Crime,Rank,9166
E01025076,Crime,Rank,5022
E01025077,Crime,Rank,10724
E01025078,Crime,Rank,19992
E01025035,Crime,Rank,18977
E01025036,Crime,Rank,1168
E01025037,Crime,Rank,8719
E01025038,Crime,Rank,26099
E01025039,Crime,Rank,20543
E01025040,Crime,Rank,17615
E01025054,Crime,Rank,11136
E01025056,Crime,Rank,19009
E01025079,Crime,Rank,23046
E01025080,Crime,Rank,9398
E01025191,Crime,Rank,19232
E01025192,Crime,Rank,21849
E01025193,Crime,Rank,32123
E01025194,Crime,Rank,24499
E01025195,Crime,Rank,24021
E01025196,Crime,Rank,21580
E01025197,Crime,Rank,24915
E01025198,Crime,Rank,21399
E01025199,Crime,Rank,23793
E01025200,Crime,Rank,22455
E01025201,Crime,Rank,27263
E01025202,Crime,Rank,26699
E01025205,Crime,Rank,9395
E01025206,Crime,Rank,7818
E01025207,Crime,Rank,258
E01025208,Crime,Rank,5375
E01025220,Crime,Rank,8872
E01025221,Crime,Rank,3712
E01025222,Crime,Rank,16401
E01025223,Crime,Rank,8304
E01025178,Crime,Rank,16677
E01025179,Crime,Rank,22715
E01025180,Crime,Rank,23301
E01025203,Crime,Rank,25332
E01025226,Crime,Rank,3556
E01025227,Crime,Rank,221
E01025228,Crime,Rank,9895
E01025174,Crime,Rank,25294
E01025175,Crime,Rank,20386
E01025176,Crime,Rank,23811
E01025177,Crime,Rank,28454
E01025204,Crime,Rank,21161
E01025211,Crime,Rank,27115
E01025181,Crime,Rank,6330
E01025182,Crime,Rank,5445
E01025183,Crime,Rank,5077
E01025184,Crime,Rank,4029
E01025188,Crime,Rank,11214
E01025189,Crime,Rank,5919
E01025210,Crime,Rank,7947
E01025217,Crime,Rank,2802
E01025218,Crime,Rank,2258
E01025219,Crime,Rank,3594
E01025224,Crime,Rank,6345
E01025225,Crime,Rank,7517
E01025229,Crime,Rank,13850
E01025230,Crime,Rank,16462
E01025187,Crime,Rank,10218
E01025190,Crime,Rank,12906
E01025209,Crime,Rank,15431
E01025216,Crime,Rank,14248
E01025185,Crime,Rank,15512
E01025186,Crime,Rank,2045
E01025212,Crime,Rank,14536
E01025213,Crime,Rank,6607
E01025214,Crime,Rank,19595
E01025215,Crime,Rank,2371
E01025315,Crime,Rank,31926
E01025320,Crime,Rank,26248
E01025331,Crime,Rank,23450
E01025348,Crime,Rank,31535
E01025349,Crime,Rank,28398
E01025334,Crime,Rank,15405
E01025344,Crime,Rank,23172
E01025345,Crime,Rank,28232
E01025346,Crime,Rank,20956
E01025347,Crime,Rank,20652
E01025329,Crime,Rank,24192
E01025330,Crime,Rank,16837
E01025335,Crime,Rank,8230
E01025338,Crime,Rank,14534
E01025339,Crime,Rank,21041
E01025322,Crime,Rank,32814
E01025326,Crime,Rank,13054
E01025327,Crime,Rank,27913
E01025342,Crime,Rank,30728
E01025321,Crime,Rank,31703
E01025340,Crime,Rank,25021
E01025341,Crime,Rank,22622
E01025343,Crime,Rank,27157
E01025354,Crime,Rank,24759
E01025316,Crime,Rank,30622
E01025317,Crime,Rank,27273
E01025325,Crime,Rank,17511
E01025328,Crime,Rank,24290
E01025318,Crime,Rank,31502
E01025319,Crime,Rank,31201
E01025333,Crime,Rank,25750
E01025350,Crime,Rank,23554
E01025351,Crime,Rank,25334
E01025323,Crime,Rank,23537
E01025324,Crime,Rank,22224
E01025332,Crime,Rank,32417
E01025336,Crime,Rank,32637
E01025337,Crime,Rank,30468
E01025352,Crime,Rank,26569
E01025353,Crime,Rank,26465
E01025355,Crime,Rank,22869
E01025361,Crime,Rank,25389
E01025362,Crime,Rank,21253
E01025393,Crime,Rank,20970
E01025363,Crime,Rank,12075
E01025364,Crime,Rank,11332
E01025366,Crime,Rank,7587
E01025395,Crime,Rank,15802
E01025396,Crime,Rank,1538
E01025397,Crime,Rank,13070
E01025398,Crime,Rank,8271
E01025367,Crime,Rank,30251
E01025368,Crime,Rank,11709
E01025369,Crime,Rank,2785
E01025381,Crime,Rank,8234
E01025382,Crime,Rank,2532
E01025383,Crime,Rank,20909
E01025356,Crime,Rank,24175
E01025373,Crime,Rank,7411
E01025385,Crime,Rank,9139
E01025387,Crime,Rank,11566
E01033281,Crime,Rank,8422
E01025377,Crime,Rank,19115
E01025378,Crime,Rank,24829
E01025379,Crime,Rank,30536
E01025380,Crime,Rank,29650
E01025357,Crime,Rank,26471
E01025358,Crime,Rank,19393
E01025365,Crime,Rank,24279
E01025384,Crime,Rank,20199
E01025359,Crime,Rank,14220
E01025360,Crime,Rank,15486
E01025375,Crime,Rank,20295
E01025376,Crime,Rank,10585
E01025371,Crime,Rank,13628
E01025374,Crime,Rank,20241
E01025391,Crime,Rank,21735
E01025392,Crime,Rank,10722
E01025394,Crime,Rank,18988
E01025370,Crime,Rank,10885
E01025388,Crime,Rank,7076
E01025389,Crime,Rank,3184
E01025390,Crime,Rank,4720
E01012607,Crime,Decile,9
E01012608,Crime,Decile,3
E01012633,Crime,Decile,4
E01012634,Crime,Decile,1
E01012635,Crime,Decile,3
E01012636,Crime,Decile,7
E01012581,Crime,Decile,8
E01012582,Crime,Decile,6
E01012583,Crime,Decile,6
E01012587,Crime,Decile,1
E01012588,Crime,Decile,4
E01012574,Crime,Decile,6
E01012577,Crime,Decile,6
E01012578,Crime,Decile,5
E01012605,Crime,Decile,6
E01012606,Crime,Decile,7
E01012579,Crime,Decile,4
E01012580,Crime,Decile,5
E01012642,Crime,Decile,6
E01012645,Crime,Decile,6
E01012585,Crime,Decile,3
E01012586,Crime,Decile,2
E01012656,Crime,Decile,2
E01012657,Crime,Decile,3
E01012658,Crime,Decile,3
E01012629,Crime,Decile,1
E01012631,Crime,Decile,1
E01012643,Crime,Decile,1
E01012644,Crime,Decile,4
E01012655,Crime,Decile,1
E01012571,Crime,Decile,2
E01012572,Crime,Decile,3
E01012573,Crime,Decile,4
E01012575,Crime,Decile,2
E01012630,Crime,Decile,4
E01012576,Crime,Decile,2
E01012637,Crime,Decile,2
E01012638,Crime,Decile,2
E01012639,Crime,Decile,2
E01012640,Crime,Decile,1
E01012641,Crime,Decile,1
E01012595,Crime,Decile,1
E01012596,Crime,Decile,1
E01012622,Crime,Decile,1
E01012623,Crime,Decile,2
E01012624,Crime,Decile,1
E01012625,Crime,Decile,1
E01012584,Crime,Decile,2
E01012609,Crime,Decile,6
E01012610,Crime,Decile,8
E01012611,Crime,Decile,5
E01012612,Crime,Decile,5
E01012613,Crime,Decile,6
E01012600,Crime,Decile,4
E01012601,Crime,Decile,4
E01012602,Crime,Decile,8
E01012603,Crime,Decile,5
E01012604,Crime,Decile,3
E01012632,Crime,Decile,5
E01012594,Crime,Decile,2
E01012618,Crime,Decile,4
E01012619,Crime,Decile,4
E01012620,Crime,Decile,4
E01012621,Crime,Decile,4
E01012593,Crime,Decile,2
E01012597,Crime,Decile,4
E01012598,Crime,Decile,5
E01012599,Crime,Decile,2
E01012589,Crime,Decile,1
E01012590,Crime,Decile,4
E01012591,Crime,Decile,4
E01012648,Crime,Decile,1
E01012652,Crime,Decile,2
E01012617,Crime,Decile,2
E01012646,Crime,Decile,1
E01012647,Crime,Decile,3
E01012650,Crime,Decile,1
E01012649,Crime,Decile,1
E01012651,Crime,Decile,1
E01012653,Crime,Decile,2
E01012654,Crime,Decile,1
E01012614,Crime,Decile,8
E01012615,Crime,Decile,2
E01012616,Crime,Decile,6
E01012659,Crime,Decile,6
E01012660,Crime,Decile,5
E01012661,Crime,Decile,5
E01012592,Crime,Decile,7
E01012628,Crime,Decile,6
E01032485,Crime,Decile,6
E01032486,Crime,Decile,9
E01024859,Crime,Decile,7
E01024861,Crime,Decile,6
E01024862,Crime,Decile,7
E01024891,Crime,Decile,2
E01024892,Crime,Decile,3
E01024894,Crime,Decile,5
E01024893,Crime,Decile,1
E01024896,Crime,Decile,7
E01024897,Crime,Decile,2
E01024898,Crime,Decile,1
E01024856,Crime,Decile,1
E01024875,Crime,Decile,5
E01024876,Crime,Decile,2
E01024877,Crime,Decile,1
E01024878,Crime,Decile,1
E01024895,Crime,Decile,1
E01024883,Crime,Decile,5
E01024884,Crime,Decile,2
E01024885,Crime,Decile,1
E01024886,Crime,Decile,2
E01024889,Crime,Decile,5
E01024890,Crime,Decile,3
E01024879,Crime,Decile,3
E01024880,Crime,Decile,2
E01024912,Crime,Decile,5
E01024913,Crime,Decile,8
E01024914,Crime,Decile,7
E01024881,Crime,Decile,1
E01024882,Crime,Decile,1
E01024902,Crime,Decile,2
E01024911,Crime,Decile,4
E01024855,Crime,Decile,1
E01024857,Crime,Decile,1
E01024858,Crime,Decile,1
E01024864,Crime,Decile,4
E01024863,Crime,Decile,3
E01024865,Crime,Decile,2
E01024866,Crime,Decile,6
E01024867,Crime,Decile,8
E01024860,Crime,Decile,6
E01024868,Crime,Decile,5
E01024869,Crime,Decile,9
E01024870,Crime,Decile,4
E01024872,Crime,Decile,1
E01024899,Crime,Decile,1
E01024900,Crime,Decile,1
E01024907,Crime,Decile,1
E01024908,Crime,Decile,1
E01024909,Crime,Decile,1
E01024874,Crime,Decile,6
E01024887,Crime,Decile,5
E01024888,Crime,Decile,7
E01024901,Crime,Decile,6
E01024904,Crime,Decile,1
E01024906,Crime,Decile,1
E01024910,Crime,Decile,1
E01024871,Crime,Decile,2
E01024873,Crime,Decile,5
E01024903,Crime,Decile,5
E01024905,Crime,Decile,5
E01025060,Crime,Decile,4
E01025061,Crime,Decile,6
E01025062,Crime,Decile,2
E01025063,Crime,Decile,6
E01025064,Crime,Decile,6
E01025065,Crime,Decile,4
E01025066,Crime,Decile,7
E01025032,Crime,Decile,2
E01025033,Crime,Decile,7
E01025034,Crime,Decile,4
E01025048,Crime,Decile,7
E01025049,Crime,Decile,3
E01025050,Crime,Decile,5
E01025053,Crime,Decile,8
E01025070,Crime,Decile,1
E01025071,Crime,Decile,5
E01025072,Crime,Decile,2
E01025073,Crime,Decile,7
E01025074,Crime,Decile,5
E01025051,Crime,Decile,4
E01025052,Crime,Decile,7
E01025057,Crime,Decile,3
E01025058,Crime,Decile,5
E01025059,Crime,Decile,4
E01025067,Crime,Decile,2
E01025068,Crime,Decile,1
E01025069,Crime,Decile,4
E01025044,Crime,Decile,1
E01025045,Crime,Decile,2
E01025046,Crime,Decile,1
E01025081,Crime,Decile,6
E01025041,Crime,Decile,1
E01025042,Crime,Decile,3
E01025082,Crime,Decile,3
E01025083,Crime,Decile,2
E01025084,Crime,Decile,1
E01033231,Crime,Decile,2
E01025055,Crime,Decile,4
E01025075,Crime,Decile,3
E01025076,Crime,Decile,2
E01025077,Crime,Decile,4
E01025078,Crime,Decile,7
E01025035,Crime,Decile,6
E01025036,Crime,Decile,1
E01025037,Crime,Decile,3
E01025038,Crime,Decile,8
E01025039,Crime,Decile,7
E01025040,Crime,Decile,6
E01025054,Crime,Decile,4
E01025056,Crime,Decile,6
E01025079,Crime,Decile,8
E01025080,Crime,Decile,3
E01025191,Crime,Decile,6
E01025192,Crime,Decile,7
E01025193,Crime,Decile,10
E01025194,Crime,Decile,8
E01025195,Crime,Decile,8
E01025196,Crime,Decile,7
E01025197,Crime,Decile,8
E01025198,Crime,Decile,7
E01025199,Crime,Decile,8
E01025200,Crime,Decile,7
E01025201,Crime,Decile,9
E01025202,Crime,Decile,9
E01025205,Crime,Decile,3
E01025206,Crime,Decile,3
E01025207,Crime,Decile,1
E01025208,Crime,Decile,2
E01025220,Crime,Decile,3
E01025221,Crime,Decile,2
E01025222,Crime,Decile,5
E01025223,Crime,Decile,3
E01025178,Crime,Decile,6
E01025179,Crime,Decile,7
E01025180,Crime,Decile,8
E01025203,Crime,Decile,8
E01025226,Crime,Decile,2
E01025227,Crime,Decile,1
E01025228,Crime,Decile,4
E01025174,Crime,Decile,8
E01025175,Crime,Decile,7
E01025176,Crime,Decile,8
E01025177,Crime,Decile,9
E01025204,Crime,Decile,7
